UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5576,L15576,L,298.9,309.5,1596,53.2,2,0,0,0,0,0,0
5577,M15577,M,298.9,309.1,1607,36.9,89,0,0,0,0,0,0
5578,H15578,H,298.9,309.6,1432,46.3,161,0,0,0,0,0,0
5579,H15579,H,298.9,308.4,1721,41.2,29,0,0,0,0,0,0
5580,L15580,L,298.9,310.3,1395,41.5,209,0,0,0,0,0,0
5581,L15581,L,299.0,308.9,1477,33.0,208,0,0,0,0,0,0
5582,L15582,L,299.0,309.7,1383,45.1,236,0,0,0,0,0,0
5583,H15583,H,299.0,310.2,1543,40.3,114,0,0,0,0,0,0
5584,M15584,M,299.1,310.2,1780,42.8,169,0,0,0,0,0,0
5585,L15585,L,299.0,309.4,1684,39.5,148,0,0,0,0,0,0
5586,L15586,L,299.1,309.9,1585,40.8,117,0,0,0,0,0,0
5587,L15587,L,299.1,310.8,1439,34.7,87,0,0,0,0,0,0
5588,L15588,L,299.1,309.6,1483,39.1,3,0,0,0,0,0,0
5589,H15589,H,299.1,308.4,1612,37.5,176,0,0,0,0,0,0
5590,M15590,M,299.1,309.7,1575,35.8,175,0,0,0,0,0,0
5591,L15591,L,299.0,309.0,1508,40.8,216,0,0,0,0,0,0
5592,M15592,M,299.1,306.7,1514,42.2,50,0,0,0,0,0,0
5593,L15593,L,299.1,309.5,1606,41.5,23,0,0,0,0,0,0
5594,H15594,H,299.1,309.2,1630,39.4,45,0,0,0,0,0,0
5595,L15595,L,299.1,310.2,1350,42.5,115,0,0,0,0,0,0
5596,L15596,L,299.1,308.3,1523,41.5,26,0,0,0,0,0,0
5597,L15597,L,299.0,307.5,1558,40.6,94,0,0,0,0,0,0
5598,M15598,M,299.1,309.2,1447,41.0,110,0,0,0,0,0,0
5599,M15599,M,299.1,309.5,1628,47.1,178,0,0,0,0,0,0
5600,M15600,M,299.1,309.2,1471,32.8,98,0,0,0,0,0,0
5601,L15601,L,299.1,309.1,1631,38.1,115,0,0,0,0,0,0
5602,L15602,L,299.1,308.0,1463,42.0,19,0,0,0,0,0,0
5603,L15603,L,299.1,309.0,1526,30.5,79,0,0,0,0,0,0
5604,M15604,M,299.2,308.8,1524,48.3,94,0,0,0,0,0,0
5605,L15605,L,299.2,310.3,1666,41.5,198,0,0,0,0,0,0
5606,M15606,M,299.3,309.6,1574,45.7,145,0,0,0,0,0,0
5607,H15607,H,299.3,309.0,1454,46.7,135,0,0,0,0,0,0
5608,H15608,H,299.3,311.0,1473,42.5,154,0,0,0,0,0,0
5609,L15609,L,299.2,309.0,1472,26.6,13,0,0,0,0,0,0
5610,L15610,L,299.3,309.9,1502,40.9,145,0,0,0,0,0,0
5611,L15611,L,299.3,309.2,1406,41.3,64,0,0,0,0,0,0
5612,M15612,M,299.3,310.9,1492,33.5,247,0,0,0,0,0,0
5613,H15613,H,299.2,309.3,1637,29.3,158,0,0,0,0,0,0
5614,L15614,L,299.2,309.3,1632,42.8,19,0,0,0,0,0,0
5615,L15615,L,299.2,309.1,1344,32.5,69,0,0,0,0,0,0
5616,H15616,H,299.2,309.4,1328,52.4,44,0,0,0,0,0,0
5617,H15617,H,299.2,310.4,1441,41.6,0,0,0,0,0,0,0
5618,L15618,L,299.2,310.0,1322,48.1,146,0,0,0,0,0,0
5619,M15619,M,299.3,309.3,1374,40.2,38,0,0,0,0,0,0
5620,L15620,L,299.3,311.0,1535,44.5,118,0,0,0,0,0,0
5621,L15621,L,299.2,310.1,1496,40.3,154,0,0,0,0,0,0
5622,H15622,H,299.2,308.8,1328,46.0,55,0,0,0,0,0,0
5623,H15623,H,299.3,307.9,1617,27.8,143,0,0,0,0,0,0
5624,M15624,M,299.2,308.8,1458,45.3,205,0,0,0,0,0,0
5625,L15625,L,299.2,309.6,1448,44.0,225,0,0,0,0,0,0
5626,H15626,H,299.2,309.8,1602,39.1,6,0,0,0,0,0,0
5627,L15627,L,299.2,310.5,1541,37.5,19,0,0,0,0,0,0
5628,L15628,L,299.2,308.1,1496,38.2,158,0,0,0,0,0,0
5629,M15629,M,299.3,308.9,1451,41.7,213,0,0,0,0,0,0
5630,L15630,L,299.3,308.1,1557,47.3,83,0,0,0,0,0,0
5631,M15631,M,299.3,308.0,1457,36.8,78,0,0,0,0,0,0
5632,M15632,M,299.4,308.8,1477,29.8,152,0,0,0,0,0,0
5633,L15633,L,299.5,309.8,1382,54.9,109,0,0,0,0,0,0
5634,L15634,L,299.5,310.3,1614,44.0,0,0,0,0,0,0,0
5635,L15635,L,299.6,308.6,1655,37.7,144,0,0,0,0,0,0
5636,L15636,L,299.6,308.8,1521,47.1,79,0,0,0,0,0,0
5637,M15637,M,299.6,307.8,1451,45.6,228,0,0,0,0,0,0
5638,H15638,H,299.6,309.8,1594,43.0,212,0,0,0,0,0,0
5639,L15639,L,299.5,308.8,1559,37.1,26,0,0,0,0,0,0
5640,L15640,L,299.5,311.2,1456,44.0,247,0,0,0,0,0,0
5641,M15641,M,299.4,309.8,1615,46.5,118,0,0,0,0,0,0
5642,H15642,H,299.4,309.2,1458,29.7,122,0,0,0,0,0,0
5643,L15643,L,299.4,308.7,1371,41.3,226,0,0,0,0,0,0
5644,L15644,L,299.4,307.9,1493,41.8,23,0,0,0,0,0,0
5645,M15645,M,299.4,308.1,1608,41.6,189,0,0,0,0,0,0
5646,L15646,L,299.5,308.9,1510,40.3,51,0,0,0,0,0,0
5647,L15647,L,299.4,308.7,1383,47.1,50,0,0,0,0,0,0
5648,M15648,M,299.5,308.5,1460,38.7,193,0,0,0,0,0,0
5649,M15649,M,299.6,310.0,1620,40.0,56,0,0,0,0,0,0
5650,M15650,M,299.6,310.1,1527,41.9,237,0,0,0,0,0,0
5651,M15651,M,299.7,309.2,1498,38.9,54,0,0,0,0,0,0
5652,M15652,M,299.7,311.6,1487,31.7,52,0,0,0,0,0,0
5653,L15653,L,299.7,307.9,1608,41.3,88,0,0,0,0,0,0
5654,L15654,L,299.7,309.7,1601,41.4,18,0,0,0,0,0,0
5655,L15655,L,299.6,309.4,1360,37.8,108,0,0,0,0,0,0
5656,L15656,L,299.6,309.0,1594,39.2,140,0,0,0,0,0,0
5657,M15657,M,299.5,308.8,1552,20.9,28,1,0,0,1,0,0
5658,H15658,H,299.5,309.5,1659,47.3,223,0,0,0,0,0,0
5659,H15659,H,299.5,309.3,1493,45.4,133,0,0,0,0,0,0
5660,M15660,M,299.5,309.1,1614,32.0,119,0,0,0,0,0,0
5661,L15661,L,299.5,308.2,1547,35.9,200,0,0,0,0,0,0
5662,L15662,L,299.5,307.9,1389,48.7,243,1,0,0,0,1,0
5663,H15663,H,299.4,309.2,1602,33.1,128,0,0,0,0,0,0
5664,M15664,M,299.4,309.0,1581,42.9,151,0,0,0,0,0,0
5665,M15665,M,299.4,309.2,1435,37.0,73,0,0,0,0,0,0
5666,M15666,M,299.4,309.3,1529,42.5,98,0,0,0,0,0,0
5667,M15667,M,299.4,308.9,1711,40.3,5,0,0,0,0,0,0
5668,H15668,H,299.4,309.1,1452,38.3,175,0,0,0,0,0,0
5669,L15669,L,299.3,308.5,1573,42.3,147,0,0,0,0,0,0
5670,M15670,M,299.2,310.7,1391,37.0,229,0,0,0,0,0,0
5671,H15671,H,299.2,308.4,1443,29.3,75,0,0,0,0,0,0
5672,L15672,L,299.2,308.8,1581,34.4,66,0,0,0,0,0,0
5673,M15673,M,299.2,308.4,1526,33.7,182,0,0,0,0,0,0
5674,L15674,L,299.1,308.4,1480,30.4,17,0,0,0,0,0,0
5675,H15675,H,299.1,309.1,1670,42.2,20,0,0,0,0,0,0
5676,L15676,L,299.1,309.0,1408,39.0,226,0,0,0,0,0,0
5677,M15677,M,299.2,308.7,1485,42.1,191,0,0,0,0,0,0
5678,L15678,L,299.2,308.9,1549,43.1,164,0,0,0,0,0,0
5679,M15679,M,299.1,308.4,1413,44.5,18,0,0,0,0,0,0
5680,L15680,L,299.1,309.5,1551,42.4,216,0,0,0,0,0,0
5681,L15681,L,299.1,311.1,1607,34.1,55,0,0,0,0,0,0
5682,L15682,L,299.0,308.1,1489,43.5,189,0,0,0,0,0,0
5683,H15683,H,298.9,309.3,1431,41.3,17,0,0,0,0,0,0
5684,L15684,L,298.9,309.0,1469,53.1,231,1,0,0,0,1,0
5685,L15685,L,299.0,309.6,1232,40.0,157,0,0,0,0,0,0
5686,M15686,M,299.0,309.7,1601,42.3,183,0,0,0,0,0,0
5687,M15687,M,299.0,309.2,1526,39.4,105,0,0,0,0,0,0
5688,H15688,H,299.0,309.0,1482,40.3,242,0,0,0,0,0,0
5689,L15689,L,299.0,308.5,1333,39.9,169,0,0,0,0,0,0
5690,M15690,M,299.0,308.2,1611,37.4,52,0,0,0,0,0,0
5691,L15691,L,298.9,308.8,1456,41.1,225,0,0,0,0,0,0
5692,L15692,L,299.0,307.7,1557,43.7,201,0,0,0,0,0,0
5693,M15693,M,298.9,308.3,1499,37.5,85,0,0,0,0,0,0
5694,M15694,M,299.0,310.1,1339,45.0,49,0,0,0,0,0,0
5695,M15695,M,299.0,309.1,1627,44.3,126,0,0,0,0,0,0
5696,L15696,L,299.0,309.9,1608,34.7,3,0,0,0,0,0,0
5697,L15697,L,299.0,310.4,1576,34.2,62,0,0,0,0,0,0
5698,L15698,L,299.0,308.8,1531,42.7,194,0,0,0,0,0,0
5699,H15699,H,299.1,309.3,1380,36.5,112,0,0,0,0,0,0
5700,L15700,L,299.1,308.8,1587,33.7,247,0,0,0,0,0,0
5701,L15701,L,299.0,308.2,1720,50.3,55,1,0,0,1,0,0
5702,L15702,L,299.0,308.1,1512,34.2,176,0,0,0,0,0,0
5703,M15703,M,299.1,310.0,1514,30.9,219,0,0,0,0,0,0
5704,L15704,L,299.2,309.4,1390,35.3,149,0,0,0,0,0,0
5705,H15705,H,299.2,311.1,1293,41.4,139,0,0,0,0,0,0
5706,L15706,L,299.3,310.3,1464,40.4,176,0,0,0,0,0,0
5707,H15707,H,299.3,308.6,1648,51.3,12,0,0,0,0,0,0
5708,L15708,L,299.4,310.2,1634,35.4,104,0,0,0,0,0,0
5709,M15709,M,299.4,309.0,1493,41.4,32,0,0,0,0,0,0
5710,H15710,H,299.3,310.5,1543,46.8,174,0,0,0,0,0,0
5711,L15711,L,299.3,308.8,1378,36.0,63,0,0,0,0,0,0
5712,H15712,H,299.3,308.2,1511,44.2,82,0,0,0,0,0,0
5713,L15713,L,299.2,308.4,1448,29.0,104,0,0,0,0,0,0
5714,H15714,H,299.2,308.4,1505,50.6,144,0,0,0,0,0,0
5715,M15715,M,299.3,308.4,1473,46.0,238,0,0,0,0,0,0
5716,L15716,L,299.3,308.7,1471,35.9,33,0,0,0,0,0,0
5717,L15717,L,299.3,310.2,1600,45.0,67,0,0,0,0,0,0
5718,L15718,L,299.2,311.0,1696,47.9,38,0,0,0,0,0,0
5719,L15719,L,299.2,307.8,1483,32.3,199,0,0,0,0,0,0
5720,L15720,L,299.1,310.4,1642,36.4,224,0,0,0,0,0,0
5721,L15721,L,299.2,308.7,1376,48.1,128,0,0,0,0,0,0
5722,L15722,L,299.2,309.6,1491,40.4,132,0,0,0,0,0,0
5723,M15723,M,299.2,307.6,1370,42.6,223,1,0,1,0,0,0
5724,L15724,L,299.3,309.8,1469,40.4,39,0,0,0,0,0,0
5725,L15725,L,299.2,307.2,1572,45.3,62,0,0,0,0,0,0
5726,M15726,M,299.3,309.6,1612,43.1,128,0,0,0,0,0,0
5727,L15727,L,299.3,309.5,1422,40.6,162,0,0,0,0,0,0
5728,L15728,L,299.3,309.5,1546,27.4,213,0,0,0,0,0,0
5729,L15729,L,299.4,308.6,1623,43.8,220,0,0,0,0,0,0
5730,H15730,H,299.3,309.8,1609,44.4,144,0,0,0,0,0,0
5731,H15731,H,299.2,309.6,1526,32.6,93,0,0,0,0,0,0
5732,L15732,L,299.2,308.9,1441,33.0,98,0,0,0,0,0,0
5733,M15733,M,299.2,309.9,1431,43.1,59,0,0,0,0,0,0
5734,M15734,M,299.2,309.1,1416,41.2,128,0,0,0,0,0,0
5735,M15735,M,299.1,309.6,1497,28.2,131,0,0,0,0,0,0
5736,M15736,M,299.1,309.0,1418,35.1,136,0,0,0,0,0,0
5737,M15737,M,299.1,309.3,1568,41.9,44,0,0,0,0,0,0
5738,L15738,L,299.0,309.6,1523,44.1,159,0,0,0,0,0,0
5739,L15739,L,299.1,308.7,1518,36.5,68,0,0,0,0,0,0
5740,L15740,L,299.1,307.9,1316,39.1,13,0,0,0,0,0,0
5741,H15741,H,299.1,309.4,1503,34.7,178,0,0,0,0,0,0
5742,M15742,M,299.1,310.3,1454,47.9,217,0,0,0,0,0,0
5743,H15743,H,299.0,309.3,1717,41.0,150,0,0,0,0,0,0
5744,H15744,H,298.9,309.3,1372,36.0,173,0,0,0,0,0,0
5745,L15745,L,299.0,309.0,1479,33.1,213,0,0,0,0,0,0
5746,M15746,M,299.0,309.7,1538,32.4,154,0,0,0,0,0,0
5747,M15747,M,299.0,308.8,1403,50.9,88,0,0,0,0,0,0
5748,H15748,H,298.9,308.4,1693,39.0,35,0,0,0,0,0,0
5749,H15749,H,298.8,309.9,1695,37.6,195,0,0,0,0,0,0
5750,M15750,M,298.8,308.3,1414,38.7,31,0,0,0,0,0,0
5751,L15751,L,298.9,309.8,1441,36.2,72,0,0,0,0,0,0
5752,M15752,M,299.0,310.1,1715,39.4,193,0,0,0,0,0,0
5753,L15753,L,299.0,309.6,1640,40.2,169,0,0,0,0,0,0
5754,M15754,M,299.0,307.8,1463,40.1,49,0,0,0,0,0,0
5755,H15755,H,299.0,309.1,1543,32.4,56,0,0,0,0,0,0
5756,L15756,L,299.0,308.8,1361,45.4,230,0,0,0,0,0,0
5757,M15757,M,299.1,308.6,1720,36.7,116,0,0,0,0,0,0
5758,L15758,L,299.2,309.3,1507,36.0,191,0,0,0,0,0,0
5759,L15759,L,299.2,309.9,1559,35.8,173,0,0,0,0,0,0
5760,L15760,L,299.2,308.7,1406,33.7,244,0,0,0,0,0,0
5761,M15761,M,299.3,309.1,1386,41.6,216,0,0,0,0,0,0
5762,H15762,H,299.3,309.0,1545,45.4,110,0,0,0,0,0,0
5763,H15763,H,299.4,310.5,1692,35.7,201,0,0,0,0,0,0
5764,L15764,L,299.3,309.0,1446,28.9,228,0,0,0,0,0,0
5765,H15765,H,299.3,308.0,1402,33.8,88,0,0,0,0,0,0
5766,M15766,M,299.3,307.7,1531,37.3,103,0,0,0,0,0,0
5767,L15767,L,299.3,309.7,1664,32.6,53,0,0,0,0,0,0
5768,L15768,L,299.4,308.7,1436,36.4,52,0,0,0,0,0,0
5769,L15769,L,299.4,310.1,1475,36.7,156,0,0,0,0,0,0
5770,H15770,H,299.5,308.2,1584,39.9,164,0,0,0,0,0,0
5771,M15771,M,299.6,309.0,1594,31.3,68,0,0,0,0,0,0
5772,M15772,M,299.6,308.2,1472,43.5,13,0,0,0,0,0,0
5773,L15773,L,299.7,310.1,1610,50.0,224,1,0,0,0,1,0
5774,M15774,M,299.7,310.3,1553,48.6,154,0,0,0,0,0,0
5775,L15775,L,299.7,310.0,1502,36.5,4,0,0,0,0,0,0
5776,L15776,L,299.7,308.6,1590,44.0,242,0,0,0,0,0,0
5777,M15777,M,299.7,309.0,1576,43.3,117,0,0,0,0,0,0
5778,L15778,L,299.7,310.0,1395,39.7,248,0,0,0,0,0,0
5779,H15779,H,299.8,308.1,1648,41.1,171,0,0,0,0,0,0
5780,L15780,L,299.8,309.5,1535,44.1,142,0,0,0,0,0,0
5781,M15781,M,299.7,311.2,1638,45.3,66,0,0,0,0,0,0
5782,L15782,L,299.7,309.5,1505,35.1,0,0,0,0,0,0,0
5783,M15783,M,299.7,308.2,1525,44.5,151,0,0,0,0,0,0
5784,L15784,L,299.7,309.1,1540,50.0,203,0,0,0,0,0,0
5785,L15785,L,299.8,309.1,1555,45.3,108,0,0,0,0,0,0
5786,H15786,H,299.8,312.0,1653,49.2,61,0,0,0,0,0,0
5787,L15787,L,299.9,311.5,1547,24.5,77,0,0,0,0,0,0
5788,H15788,H,299.9,310.7,1497,43.6,56,0,0,0,0,0,0
5789,H15789,H,299.9,309.6,1601,41.6,233,0,0,0,0,0,0
5790,L15790,L,299.9,311.1,1543,46.2,19,0,0,0,0,0,0
5791,L15791,L,300.0,308.9,1796,33.2,185,0,0,0,0,0,0
5792,M15792,M,300.0,311.1,1529,37.0,13,0,0,0,0,0,0
5793,H15793,H,300.1,311.0,1624,45.4,205,0,0,0,0,0,0
5794,H15794,H,300.1,309.9,1588,33.6,236,0,0,0,0,0,0
5795,M15795,M,300.0,311.2,1295,41.5,180,0,0,0,0,0,0
5796,M15796,M,300.0,309.6,1426,39.9,34,0,0,0,0,0,0
5797,L15797,L,300.1,308.8,1456,38.8,189,0,0,0,0,0,0
5798,H15798,H,300.1,311.1,1350,43.4,188,0,0,0,0,0,0
5799,H15799,H,300.1,310.0,1460,33.3,247,0,0,0,0,0,0
5800,L15800,L,300.1,310.7,1363,35.3,146,0,0,0,0,0,0
5801,L15801,L,300.1,311.9,1389,39.2,83,0,0,0,0,0,0
5802,L15802,L,300.0,309.3,1524,32.8,41,0,0,0,0,0,0
5803,L15803,L,299.9,309.8,1692,47.4,171,0,0,0,0,0,0
5804,H15804,H,299.9,311.5,1364,35.2,214,0,0,0,0,0,0
5805,L15805,L,299.9,310.6,1378,44.7,97,0,0,0,0,0,0
5806,L15806,L,300.0,309.3,1447,34.7,0,0,0,0,0,0,0
5807,L15807,L,299.9,309.0,1485,44.2,67,0,0,0,0,0,0
5808,H15808,H,299.9,309.4,1346,30.3,103,0,0,0,0,0,0
5809,M15809,M,299.9,309.1,1430,48.5,208,0,0,0,0,0,0
5810,L15810,L,299.9,310.1,1421,46.8,217,0,0,0,0,0,0
5811,L15811,L,299.9,309.9,1532,36.7,77,0,0,0,0,0,0
5812,H15812,H,299.8,310.1,1543,35.0,173,0,0,0,0,0,0
5813,H15813,H,299.9,309.0,1485,42.7,50,0,0,0,0,0,0
5814,L15814,L,299.8,309.8,1462,30.8,31,0,0,0,0,0,0
5815,L15815,L,299.8,307.8,1429,40.2,99,0,0,0,0,0,0
5816,L15816,L,299.7,309.9,1505,35.2,211,0,0,0,0,0,0
5817,L15817,L,299.8,310.9,1402,38.5,207,0,0,0,0,0,0
5818,M15818,M,299.8,308.4,1655,36.1,242,0,0,0,0,0,0
5819,H15819,H,299.8,310.3,1350,35.2,146,0,0,0,0,0,0
5820,L15820,L,299.7,309.1,1434,50.2,236,1,0,0,0,1,0
5821,H15821,H,299.8,310.6,1587,44.7,38,0,0,0,0,0,0
5822,L15822,L,299.7,309.9,1460,31.1,215,0,0,0,0,0,0
5823,M15823,M,299.7,310.1,1567,34.7,141,0,0,0,0,0,0
5824,M15824,M,299.8,309.9,1672,45.1,156,0,0,0,0,0,0
5825,L15825,L,299.8,311.1,1583,45.8,41,0,0,0,0,0,0
5826,L15826,L,299.8,310.2,1380,31.7,13,0,0,0,0,0,0
5827,M15827,M,299.9,309.2,1385,44.2,115,0,0,0,0,0,0
5828,L15828,L,299.9,310.0,1481,41.6,138,0,0,0,0,0,0
5829,L15829,L,299.9,309.5,1544,28.3,74,0,0,0,0,0,0
5830,M15830,M,299.9,310.1,1621,37.6,46,0,0,0,0,0,0
5831,H15831,H,299.9,309.5,1422,39.2,103,0,0,0,0,0,0
5832,L15832,L,299.9,309.3,1452,40.3,23,0,0,0,0,0,0
5833,H15833,H,300.0,310.2,1475,32.1,149,0,0,0,0,0,0
5834,L15834,L,299.9,310.0,1473,35.4,176,0,0,0,0,0,0
5835,M15835,M,300.0,311.1,1650,36.3,182,0,0,0,0,0,0
5836,M15836,M,300.0,309.6,1490,36.8,54,0,0,0,0,0,0
5837,H15837,H,300.1,308.1,1515,36.9,212,0,0,0,0,0,0
5838,L15838,L,300.1,309.8,1591,39.2,69,0,0,0,0,0,0
5839,M15839,M,300.1,308.5,1659,41.9,77,0,0,0,0,0,0
5840,M15840,M,300.0,310.4,1496,50.6,72,0,0,0,0,0,0
5841,L15841,L,300.0,308.3,1626,45.2,162,0,0,0,0,0,0
5842,L15842,L,300.0,309.0,1683,47.9,43,0,0,0,0,0,0
5843,L15843,L,299.9,309.6,1489,37.1,163,0,0,0,0,0,0
5844,L15844,L,299.9,311.4,1444,34.0,88,0,0,0,0,0,0
5845,H15845,H,299.8,308.8,1719,44.8,14,0,0,0,0,0,0
5846,L15846,L,299.8,309.8,1612,39.9,44,0,0,0,0,0,0
5847,L15847,L,299.7,310.3,1501,44.4,121,0,0,0,0,0,0
5848,M15848,M,299.7,311.2,1565,34.7,61,0,0,0,0,0,0
5849,L15849,L,299.8,310.6,1396,43.9,91,0,0,0,0,0,0
5850,M15850,M,299.9,311.0,1611,38.9,177,0,0,0,0,0,0
5851,L15851,L,299.9,310.7,1320,37.2,205,0,0,0,0,0,0
5852,H15852,H,299.9,308.7,1607,37.8,12,0,0,0,0,0,0
5853,H15853,H,299.8,310.2,1428,42.9,104,0,0,0,0,0,0
5854,H15854,H,299.8,310.7,1335,44.6,158,0,0,0,0,0,0
5855,L15855,L,299.8,308.9,1300,37.8,4,0,0,0,0,0,0
5856,M15856,M,299.8,309.2,1452,42.1,82,0,0,0,0,0,0
5857,L15857,L,299.9,309.1,1571,42.0,135,0,0,0,0,0,0
5858,L15858,L,299.8,310.6,1361,44.4,140,0,0,0,0,0,0
5859,L15859,L,299.8,309.8,1376,45.9,168,0,0,0,0,0,0
5860,M15860,M,299.8,309.5,1451,50.9,16,0,0,0,0,0,0
5861,L15861,L,299.9,308.7,1581,37.2,31,0,0,0,0,0,0
5862,M15862,M,300.0,309.9,1593,48.8,4,0,0,0,0,0,0
5863,L15863,L,299.9,309.4,1514,40.7,125,0,0,0,0,0,0
5864,L15864,L,299.9,310.2,1598,33.4,136,0,0,0,0,0,0
5865,M15865,M,299.9,308.8,1569,36.1,106,0,0,0,0,0,0
5866,L15866,L,299.9,310.0,1458,42.8,161,0,0,0,0,0,0
5867,M15867,M,299.8,309.4,1591,44.3,236,0,0,0,0,0,0
5868,L15868,L,299.7,308.5,1372,33.9,0,0,0,0,0,0,0
5869,H15869,H,299.7,308.4,1549,35.4,167,0,0,0,0,0,0
5870,M15870,M,299.7,308.5,1383,36.8,206,0,0,0,0,0,0
5871,L15871,L,299.7,309.5,1514,34.8,181,0,0,0,0,0,0
5872,L15872,L,299.6,309.7,1622,28.7,125,0,0,0,0,0,0
5873,M15873,M,299.6,309.9,1521,26.7,31,0,0,0,0,0,0
5874,H15874,H,299.6,310.0,1499,37.7,125,0,0,0,0,0,0
5875,L15875,L,299.6,308.9,1523,41.5,225,0,0,0,0,0,0
5876,L15876,L,299.6,310.7,1566,43.9,98,0,0,0,0,0,0
5877,H15877,H,299.6,309.1,1713,31.8,244,0,0,0,0,0,0
5878,M15878,M,299.6,310.0,1565,31.9,112,0,0,0,0,0,0
5879,L15879,L,299.5,309.4,1450,36.8,177,0,0,0,0,0,0
5880,L15880,L,299.5,309.9,1479,40.0,186,0,0,0,0,0,0
5881,L15881,L,299.6,309.4,1410,46.1,219,0,0,0,0,0,0
5882,M15882,M,299.6,310.0,1376,44.3,208,0,0,0,0,0,0
5883,L15883,L,299.6,309.6,1257,37.8,189,0,0,0,0,0,0
5884,H15884,H,299.6,310.4,1454,42.2,237,0,0,0,0,0,0
5885,L15885,L,299.6,308.7,1360,34.9,10,0,0,0,0,0,0
5886,L15886,L,299.6,307.8,1510,40.4,22,0,0,0,0,0,0
5887,M15887,M,299.5,308.5,1449,39.6,118,0,0,0,0,0,0
5888,H15888,H,299.5,310.5,1391,48.4,25,0,0,0,0,0,0
5889,H15889,H,299.5,309.4,1290,43.0,62,0,0,0,0,0,0
5890,L15890,L,299.5,309.6,1465,35.4,173,0,0,0,0,0,0
5891,M15891,M,299.5,308.4,1325,35.4,68,0,0,0,0,0,0
5892,M15892,M,299.5,309.5,1571,38.0,89,0,0,0,0,0,0
5893,L15893,L,299.5,308.5,1525,30.6,133,0,0,0,0,0,0
5894,L15894,L,299.5,308.7,1477,38.6,50,0,0,0,0,0,0
5895,L15895,L,299.5,309.1,1645,39.1,42,0,0,0,0,0,0
5896,L15896,L,299.5,310.0,1501,42.8,225,0,0,0,0,0,0
5897,H15897,H,299.5,310.1,1539,43.7,169,0,0,0,0,0,0
5898,L15898,L,299.5,310.1,1569,40.6,140,0,0,0,0,0,0
5899,H15899,H,299.6,308.0,1448,30.2,24,0,0,0,0,0,0
5900,M15900,M,299.5,309.5,1449,32.7,129,0,0,0,0,0,0
5901,M15901,M,299.5,309.3,1504,36.4,13,0,0,0,0,0,0
5902,M15902,M,299.4,307.9,1365,43.9,144,1,0,1,0,0,0
5903,L15903,L,299.5,309.5,1679,43.7,104,0,0,0,0,0,0
5904,L15904,L,299.5,309.2,1516,38.5,103,0,0,0,0,0,0
5905,L15905,L,299.5,310.0,1480,54.2,167,0,0,0,0,0,0
5906,M15906,M,299.5,309.6,1709,49.4,38,0,0,0,0,0,0
5907,L15907,L,299.5,308.9,1390,47.4,152,0,0,0,0,0,0
5908,M15908,M,299.4,310.4,1654,44.2,218,0,0,0,0,0,0
5909,L15909,L,299.5,307.3,1581,42.8,47,0,0,0,0,0,0
5910,L15910,L,299.6,309.5,1612,42.3,114,0,0,0,0,0,0
5911,L15911,L,299.7,307.9,1482,29.2,215,0,0,0,0,0,0
5912,H15912,H,299.7,308.8,1506,33.7,48,0,0,0,0,0,0
5913,M15913,M,299.7,310.2,1466,38.7,160,0,0,0,0,0,0
5914,L15914,L,299.7,308.4,1600,40.8,26,0,0,0,0,0,0
5915,M15915,M,299.7,308.2,1539,39.3,44,0,0,0,0,0,0
5916,L15916,L,299.6,312.0,1444,41.6,30,0,0,0,0,0,0
5917,H15917,H,299.6,308.2,1449,27.4,62,0,0,0,0,0,0
5918,M15918,M,299.6,311.2,1499,43.0,111,0,0,0,0,0,0
5919,L15919,L,299.6,309.4,1467,40.4,165,0,0,0,0,0,0
5920,M15920,M,299.6,309.1,1644,38.9,206,0,0,0,0,0,0
5921,L15921,L,299.6,310.2,1581,45.6,107,0,0,0,0,0,0
5922,H15922,H,299.7,311.0,1581,33.7,247,0,0,0,0,0,0
5923,L15923,L,299.7,308.5,1523,38.6,167,0,0,0,0,0,0
5924,M15924,M,299.7,309.2,1417,41.7,185,0,0,0,0,0,0
5925,L15925,L,299.8,310.7,1570,34.9,64,0,0,0,0,0,0
5926,M15926,M,299.9,310.2,1290,28.0,10,0,0,0,0,0,0
5927,M15927,M,300.0,311.1,1517,33.1,142,0,0,0,0,0,0
5928,M15928,M,299.9,310.5,1419,39.6,96,0,0,0,0,0,0
5929,M15929,M,299.9,311.8,1411,38.5,184,0,0,0,0,0,0
5930,H15930,H,299.9,310.1,1454,39.9,111,0,0,0,0,0,0
5931,L15931,L,299.9,310.1,1492,36.0,223,0,0,0,0,0,0
5932,L15932,L,299.9,310.2,1498,32.1,152,0,0,0,0,0,0
5933,L15933,L,299.9,309.8,1579,40.8,166,0,0,0,0,0,0
5934,H15934,H,300.0,310.8,1483,39.0,32,0,0,0,0,0,0
5935,L15935,L,299.9,310.1,1490,43.8,28,0,0,0,0,0,0
5936,M15936,M,300.0,310.8,1360,35.5,185,0,0,0,0,0,0
5937,M15937,M,300.0,311.0,1373,27.9,225,0,0,0,0,0,0
5938,L15938,L,300.0,310.5,1529,24.4,199,0,0,0,0,0,0
5939,L15939,L,300.0,310.5,1563,37.6,247,0,0,0,0,0,0
5940,L15940,L,300.0,309.0,1474,40.8,10,0,0,0,0,0,0
5941,L15941,L,300.1,309.6,1593,38.6,140,0,0,0,0,0,0
